CS14_ENG_001	per:holds_shares_in	test0	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	0.777317791314
CS14_ENG_075	per:employee_or_member_of	test0	CNA_ENG_20100824.0040:916-1024	Sacramento Municipal Utility District	CNA_ENG_20100824.0040:932-968	0.363274428508
CS14_ENG_075	per:employee_or_member_of	test0	XIN_ENG_20091012.0191:1779-1837,XIN_ENG_20091012.0199:1779-1837,XIN_ENG_20091012.0267:1773-1831,XIN_ENG_20091207.0196:926-984	School of Public and Environmental Affairs	XIN_ENG_20091012.0267:1790-1831	0.312050821691
CS14_ENG_075	per:employee_or_member_of	test0	XIN_ENG_20091012.0267:1773-1831,XIN_ENG_20091207.0196:926-984	School of Public and Environmental Affairs	XIN_ENG_20091012.0267:1790-1831	0.499859488557
CS14_ENG_075	per:employee_or_member_of	test0	LTW_ENG_20091013.0077:785-835	UCLA	LTW_ENG_20091013.0077:832-835	0.179184125944
CS14_ENG_075	per:employee_or_member_of	test0	NYT_ENG_20091012.0104:550-699	University of California , Berkeley	NYT_ENG_20091012.0104:608-641	0.328029289582
CS14_ENG_075	per:employee_or_member_of	test0	NYT_ENG_20091012.0104:2467-2601	University of California , Los Angeles	NYT_ENG_20091012.0104:2565-2601	0.346028975263
CS14_ENG_075	per:employee_or_member_of	test0	AFP_ENG_20091012.0047:432-568	University of California Berkeley	AFP_ENG_20091012.0047:490-522	0.418418814689
CS14_ENG_075	per:employee_or_member_of	test0	AFP_ENG_20091012.0062:1150-1159,AFP_ENG_20091012.0097:1014-1023	Victory Garden	AFP_ENG_20091012.0062:1164-1177	0.0566264369651
CS14_ENG_075	per:employee_or_member_of	test0	AFP_ENG_20091012.0121:528-629,XIN_ENG_20100824.0475:2575-2676	Workshop in Political Theory and Policy Analysis	AFP_ENG_20091012.0121:582-629	0.82025224019
CS14_ENG_075	per:employee_or_member_of	test0	NYT_ENG_20091012.0154:3433-3499	Workshop in Political Theory and Policy Analysis	NYT_ENG_20091012.0154:3452-3499	0.890288394876
CS14_ENG_075	per:employee_or_member_of	test0	NYT_ENG_20091012.0154:3433-3499	Workshop in Political Theory and Policy Analysis	NYT_ENG_20091012.0154:3452-3499	0.432593219923
CS14_ENG_076	gpe:residents_of_city	test0	eng-NG-31-137900-12195042:8605-8708	Arlynn Marine McMahon	eng-NG-31-137900-12195042:1500-1520	0.954930963684
CS14_ENG_076	gpe:residents_of_city	test0	NYT_ENG_20101215.0204:2031-2108	Mack	NYT_ENG_20101215.0204:2063-2066	0.0108194108234
CS14_ENG_076	gpe:residents_of_city	test0	eng-NG-31-126958-8238517:7802-7854	Robert Todd Williams	eng-NG-31-126958-8238517:7101-7120	0.801531493943
CS14_ENG_076	gpe:residents_of_city	test0	eng-NG-31-126958-8238517:7802-7886	Robert Todd Williams	eng-NG-31-126958-8238517:7802-7821	0.619457329673
CS14_ENG_076	gpe:residents_of_city	test0	NYT_ENG_20101215.0204:2031-2108	Todd Miller	NYT_ENG_20101215.0204:2041-2051	0.0226535342465
CS14_ENG_077	gpe:residents_of_city	test0	NYT_ENG_20101125.0103:3289-3407	Frank Johannes Fenner	NYT_ENG_20101125.0103:3289-3309	0.585262475011
CS14_ENG_078	per:statesorprovinces_of_residence	test0	APW_ENG_20100924.0031:495-541,LTW_ENG_20090902.0090:1901-1923	Connecticut	APW_ENG_20100924.0031:531-541	0.616762510048
CS14_ENG_078	per:statesorprovinces_of_residence	test0	APW_ENG_20100924.0031:309-456,APW_ENG_20100924.0031:458-542	Connecticut	APW_ENG_20100924.0031:531-541	0.627830336441
CS14_ENG_078	per:statesorprovinces_of_residence	test0	LTW_ENG_20090902.0090:1901-1903,LTW_ENG_20090902.0090:1901-1923,LTW_ENG_20090902.0090:1913-1923	Connecticut	LTW_ENG_20090902.0090:1913-1923	0.355811310103
CS14_ENG_079	org:employees_or_members	test0	eng-NG-31-142407-10044361:34412-34540	George R. James	eng-NG-31-142407-10044361:34412-34426	0.739754366914
CS14_ENG_079	org:employees_or_members	test0	eng-NG-31-126273-9129909:1190-1337,eng-NG-31-126273-9129909:1339-1409	Robert Somers Brookings	eng-NG-31-126273-9129909:564-586	0.824746449084
CS14_ENG_079	org:employees_or_members	test0	eng-NG-31-126128-8168860:11705-11817	Sam Bush	eng-NG-31-126128-8168860:11567-11574	0.933398724367
CS14_ENG_080	org:founded_by	test0	APW_ENG_20100108.1204:1411-1470	Carruthers	APW_ENG_20100108.1204:1461-1470	0.0711095067918
CS14_ENG_080	org:founded_by	test0	APW_ENG_20100108.1204:1542-1617	Gary Kaplan	APW_ENG_20100108.1204:1569-1579	0.392695859339
CS14_ENG_081	per:spouse	test0	AFP_ENG_20100302.0160:517-519,AFP_ENG_20100302.0160:517-570,AFP_ENG_20100302.0160:535-570	Hans Heinrich von Thyssen-Bornemisza	AFP_ENG_20100302.0160:535-570	0.910166682264
CS14_ENG_081	per:spouse	test0	AFP_ENG_20100302.0160:517-570	HansHeinrich von Thyssen-Bornemisza	AFP_ENG_20100302.0160:535-570	0.32090858427
CS14_ENG_082	gpe:residents_of_city	test0	APW_ENG_20101027.0182:3332-3411	Gretchen Ehlke	APW_ENG_20101027.0182:3332-3345	0.541526451577
CS14_ENG_082	gpe:residents_of_city	test0	NYT_ENG_20091124.0050:3775-3793,NYT_ENG_20091124.0050:3775-3806,NYT_ENG_20091124.0050:3798-3806	James	NYT_ENG_20091124.0050:3788-3792	0.431240304483
CS14_ENG_082	gpe:residents_of_city	test0	APW_ENG_20100212.0107:5717-5777	Marilynn Marchione	APW_ENG_20100212.0107:5735-5752	0.57857618986
CS14_ENG_082	gpe:residents_of_city	test0	APW_ENG_20101001.0899:2454-2462,APW_ENG_20101001.0899:2454-2473,APW_ENG_20101001.0899:2464-2473	Rembert Weakland	APW_ENG_20101001.0899:2475-2490	0.299312184151
CS14_ENG_082	gpe:residents_of_city	test0	NYT_ENG_20090626.0018:1284-1432	Richard Jefferson	NYT_ENG_20090626.0018:1350-1366	0.0372528268958
CS14_ENG_082	gpe:residents_of_city	test0	APW_ENG_20091007.0539:4162-4238	Steitz	APW_ENG_20091007.0539:4162-4167	0.122823474343
CS14_ENG_083	per:spouse	test0	APW_ENG_20100114.0095:187-267,APW_ENG_20100114.0095:187-332,APW_ENG_20100114.0095:327-332	Elaine	APW_ENG_20100114.0095:327-332	0.931782389418
CS14_ENG_083	per:spouse	test0	APW_ENG_20100114.0095:317-324,APW_ENG_20100114.0095:317-332	Elaine Farrell Pascal Wynn	APW_ENG_20100114.0095:705-730	0.318805633934
CS14_ENG_083	per:spouse	test0	APW_ENG_20100107.1225:3-134	Elaine Wynn	APW_ENG_20100107.1225:3-13	0.823923011341
CS14_ENG_083	per:spouse	test0	APW_ENG_20100107.1225:105-108,APW_ENG_20100107.1225:190-336,APW_ENG_20100107.1225:389-535,APW_ENG_20100107.1225:537-553	Elaine Wynn	APW_ENG_20100107.1225:389-399	0.44698647278
CS14_ENG_083	per:spouse	test0	APW_ENG_20100108.0005:203-239	Elaine Wynn	APW_ENG_20100108.0005:190-200	0.762235078143
CS14_ENG_083	per:spouse	test0	APW_ENG_20100108.0005:203-239,APW_ENG_20100114.0006:248-263	Elaine Wynn	APW_ENG_20100108.0005:58-68	0.766739127312
CS14_ENG_084	gpe:headquarters_in_city	test0	APW_ENG_20101126.0742:1118-1261,APW_ENG_20101126.0742:1263-1269	Hershey Co.	APW_ENG_20101126.0742:277-287	0.537267765147
CS14_ENG_084	gpe:headquarters_in_city	test0	NYT_ENG_20100603.0047:2709-2857,NYT_ENG_20100603.0047:2859-2874	Hershey Highmeadow Campground	NYT_ENG_20100603.0047:2783-2811	0.660140301624
CS14_ENG_084	gpe:headquarters_in_city	test0	NYT_ENG_20100603.0047:3760-3823	Hershey Story	NYT_ENG_20100603.0047:3700-3712	0.483621231396
CS14_ENG_084	gpe:headquarters_in_city	test0	WPB_ENG_20100519.0086:3120-3220	Hersheypark	WPB_ENG_20100519.0086:57-67	0.368176890755
CS14_ENG_084	gpe:headquarters_in_city	test0	NYT_ENG_20100603.0047:2256-2320	Hotel Hershey	NYT_ENG_20100603.0047:2308-2320	0.507071822222
CS14_ENG_084	gpe:headquarters_in_city	test0	NYT_ENG_20100603.0047:3967-4076	Milton Hershey School	NYT_ENG_20100603.0047:4004-4024	0.595286615772
CS14_ENG_085	org:subsidiaries	test0	NYT_ENG_20100617.0034:4674-4704	Dexia	NYT_ENG_20100617.0034:4700-4704	0.356743501209
CS14_ENG_085	org:subsidiaries	test0	WPB_ENG_20100105.0037:1641-1680	International Monetary Fund	WPB_ENG_20100105.0037:1641-1667	0.0584635191834
CS14_ENG_085	org:subsidiaries	test0	XIN_ENG_20101209.0272:1599-1623	Maersk Group	XIN_ENG_20101209.0272:1599-1610	0.315718242867
CS14_ENG_085	org:subsidiaries	test0	WPB_ENG_20100804.0014:2622-2676	Northern Bank	WPB_ENG_20100804.0014:2622-2634	0.829803868662
CS14_ENG_085	org:subsidiaries	test0	WPB_ENG_20100804.0014:2737-2842	Northern Bank	WPB_ENG_20100804.0014:2787-2799	0.53020906138
CS14_ENG_086	gpe:births_in_city	test0	NYT_ENG_20090711.0024:3543-3624	Bruce Robert Isabell	NYT_ENG_20090711.0024:3543-3562	0.927431224026
CS14_ENG_086	gpe:births_in_city	test0	NYT_ENG_20090711.0024:3543-3562,NYT_ENG_20090711.0024:3543-3624,NYT_ENG_20090711.0024:3619-3624	Bruce Robert Isabell	NYT_ENG_20090711.0024:3543-3562	0.975184868776
CS14_ENG_086	gpe:births_in_city	test0	NYT_ENG_20090711.0024:3543-3631	Bruce Robert Isabell	NYT_ENG_20090711.0024:3543-3562	0.389463379931
CS14_ENG_086	gpe:births_in_city	test0	AFP_ENG_20100401.0306:1815-1843	Don Ness	AFP_ENG_20100401.0306:1815-1822	0.575810511238
CS14_ENG_086	gpe:births_in_city	test0	AFP_ENG_20100401.0306:1988-2065	Don Ness	AFP_ENG_20100401.0306:1988-1995	0.516421914236
CS14_ENG_086	gpe:births_in_city	test0	LTW_ENG_20090605.0073:108-147	Jack Benny	LTW_ENG_20090605.0073:108-117	0.516885304784
CS14_ENG_087	per:countries_of_residence	test0	AFP_ENG_20090602.0722:2019-2046,APW_ENG_20100303.0343:463-490	Canadian	APW_ENG_20100303.0343:463-470	0.818402107444
CS14_ENG_087	per:countries_of_residence	test0	APW_ENG_20100303.0343:472-490	Chinese	APW_ENG_20100303.0343:472-478	0.201983149331
CS14_ENG_087	per:countries_of_residence	test0	AFP_ENG_20090811.0630:1039-1156	Hong Kong	AFP_ENG_20090811.0630:1078-1086	0.208742047628
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100111.0188:4054-4070	Adam C. Smith	NYT_ENG_20100111.0188:5355-5367	0.29334597204
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100111.0188:4022-4070	Adam C. Smith	NYT_ENG_20100111.0188:5355-5367	0.243078065974
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100323.0010:3119-3229	Albert	NYT_ENG_20100323.0010:3232-3237	0.573118010769
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100425.0165:297-302,NYT_ENG_20100425.0165:297-319,NYT_ENG_20100425.0165:312-319	Angello Giuria	NYT_ENG_20100425.0165:127-140	0.575507942478
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20091227.0055:520-540	Art Nadel	NYT_ENG_20091227.0055:520-528	0.686838373383
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20091119.0027:4793-4925	Bob Smith	NYT_ENG_20091119.0027:4848-4856	0.376212008233
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20091119.0027:4861-4877,NYT_ENG_20100111.0188:4050-4070	Bob Smith	NYT_ENG_20100111.0188:4050-4058	0.669958531981
CS14_ENG_088	gpe:residents_of_city	test0	bolt-eng-DF-170-181103-8893400:14461-14605,bolt-eng-DF-170-181103-8893400:14607-14613	Care4all	bolt-eng-DF-170-181103-8893400:13009-13016	0.179554557498
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20090823.0017:7204-7224	Clayton Rosaire	NYT_ENG_20090823.0017:7157-7171	0.756818392988
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20090823.0017:7157-7229	Clayton Rosaire	NYT_ENG_20090823.0017:7157-7171	0.337448655227
CS14_ENG_088	gpe:residents_of_city	test0	eng-NG-31-142268-8693904:25061-25077,eng-NG-31-142268-8693904:25061-25092	Daren Michaels	eng-NG-31-142268-8693904:25079-25092	0.98617414797
CS14_ENG_088	gpe:residents_of_city	test0	eng-NG-31-142268-8693904:25061-25077	Daren Michaels	eng-NG-31-142268-8693904:25079-25092	0.518523330876
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100323.0010:3108-3113,NYT_ENG_20100323.0010:3108-3126,NYT_ENG_20100323.0010:3119-3126	Dennis	NYT_ENG_20100323.0010:3108-3113	0.439713132104
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100511.0008:3429-3431,NYT_ENG_20100511.0008:3667-3814	Eniel Polynice	NYT_ENG_20100511.0008:3678-3691	0.802244088441
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100501.0116:1743-1763	Gary Frings	NYT_ENG_20100501.0116:1707-1717	0.365087277485
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100226.0187:3220-3248	Gary Kompothecras	NYT_ENG_20100226.0187:3200-3216	0.470608104865
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100610.0181:1561-1612	Gary Kompothecras	NYT_ENG_20100610.0181:1542-1558	0.97482251132
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100226.0187:3220-3248,NYT_ENG_20100610.0181:1561-1612	Gary Kompothecras	NYT_ENG_20100610.0181:1542-1558	0.675553905318
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100529.0018:3244-3291	Gigi	NYT_ENG_20100529.0018:3255-3258	0.461201747505
CS14_ENG_088	gpe:residents_of_city	test0	eng-NG-31-103894-11272377:1519-1554,eng-NG-31-103894-11272382:970-995,eng-NG-31-103894-8875191:969-994	i...@freetalklive.com	eng-NG-31-103894-8875191:247-267	0.919613433863
CS14_ENG_088	gpe:residents_of_city	test0	eng-NG-31-103894-11272382:958-1017	Ian Bernard	eng-NG-31-103894-11272382:2017-2027	0.371241429022
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100321.0127:392-422	Jerry Adler	NYT_ENG_20100321.0127:58-68	0.57849376515
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100930.0215:1228-1244,NYT_ENG_20100930.0215:1228-1248	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.528270295552
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100930.0215:1212-1235	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.891248339467
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100930.0215:1212-1343	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.41513319976
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100506.0239:2571-2598	Keith Fitzgerald	NYT_ENG_20100506.0239:2571-2586	0.382637852434
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100321.0127:240-389,NYT_ENG_20100324.0045:235-384	Mary Poppins	NYT_ENG_20100324.0045:235-246	0.423355671502
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100323.0010:3119-3199	Maureen McFillin	NYT_ENG_20100323.0010:3184-3199	0.215045215312
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20100610.0174:1532-1555,NYT_ENG_20100610.0174:1548-1565	Mike Bennett	NYT_ENG_20100610.0174:1532-1543	0.342016633897
CS14_ENG_088	gpe:residents_of_city	test0	LTW_ENG_20090607.0031:8254-8295	Peter Gruters	LTW_ENG_20090607.0031:7706-7718	0.471984712444
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20090914.0201:784-800	Richard Unger	NYT_ENG_20090914.0201:802-814	0.887153968342
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20090914.0201:784-932,NYT_ENG_20090914.0201:934-937	Richard Unger	NYT_ENG_20090914.0201:802-814	0.771226239721
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20101104.0211:2878-2885,NYT_ENG_20101104.0211:2878-2899,NYT_ENG_20101104.0211:2894-2899	Stephanie Gimson	NYT_ENG_20101104.0211:2901-2916	0.367334109777
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20091014.0025:525-544	Stuart Melvin Kaminsky	NYT_ENG_20091014.0025:2822-2843	0.555932267484
CS14_ENG_088	gpe:residents_of_city	test0	eng-NG-31-126851-9166969:2884-2886,eng-NG-31-126851-9166969:2884-2908,eng-NG-31-126851-9166969:2901-2908	Susan Stanton	eng-NG-31-126851-9166969:568-580	0.812593134001
CS14_ENG_088	gpe:residents_of_city	test0	NYT_ENG_20101211.0024:1030-1054	Vern Buchanan	NYT_ENG_20101211.0024:1030-1042	0.248694424509
CS14_ENG_088	gpe:residents_of_city	test0	WPB_ENG_20100526.0047:4998-5016	Warren Buffett	WPB_ENG_20100526.0047:300-313	0.578089954167
CS14_ENG_089	gpe:births_in_city	test0	APW_ENG_20100525.1270:6298-6403	Danica Coto	APW_ENG_20100525.1270:6338-6348	0.384405504912
CS14_ENG_089	gpe:births_in_city	test0	APW_ENG_20100318.1227:3843-3893	Luis Armando Pena Soltren	AFP_ENG_20091013.0154:370-394	0.973037933748
CS14_ENG_089	gpe:births_in_city	test0	APW_ENG_20100318.1227:3843-3854,APW_ENG_20100318.1227:3843-3880,APW_ENG_20100318.1227:3873-3880	Luis Armando Pena Soltren	APW_ENG_20100318.1227:504-528	0.897701958866
CS14_ENG_089	gpe:births_in_city	test0	NYT_ENG_20100530.0015:5585-5642,NYT_ENG_20100530.0015:5644-5672	Mark N. Hopkins	NYT_ENG_20100530.0015:1031-1045	0.933629458109
CS14_ENG_090	per:cities_of_residence	test0	APW_ENG_20101007.0810:308-452	London	APW_ENG_20101007.0810:123-128	0.769082952188
CS14_ENG_091	gpe:headquarters_in_city	test0	bolt-eng-DF-170-181122-8789123:27690-27755	Acadia National Park	bolt-eng-DF-170-181122-8789123:27717-27736	0.556063808052
CS14_ENG_091	gpe:headquarters_in_city	test0	APW_ENG_20100717.0004:427-574,APW_ENG_20100717.0004:576-670	Bar Harbor airport	APW_ENG_20100717.0004:458-475	0.827518584822
CS14_ENG_091	gpe:headquarters_in_city	test0	APW_ENG_20100717.0487:580-687	Bar Harbor Club	APW_ENG_20100717.0487:603-617	0.664858555763
CS14_ENG_091	gpe:headquarters_in_city	test0	NYT_ENG_20101018.0044:2182-2307	College of the Atlantic	NYT_ENG_20101018.0044:2263-2285	0.717424312979
CS14_ENG_091	gpe:headquarters_in_city	test0	WPB_ENG_20100430.0072:1363-1434	Harborside Hotel	WPB_ENG_20100430.0072:1363-1378	0.146668248632
CS14_ENG_091	gpe:headquarters_in_city	test0	APW_ENG_20090708.1123:918-1045	Jackson Laboratory	APW_ENG_20090708.1123:1007-1024	0.368083646485
CS14_ENG_091	gpe:headquarters_in_city	test0	LTW_ENG_20090715.0127:3230-3328	Jackson Laboratory	LTW_ENG_20090715.0127:3296-3313	0.476416010139
CS14_ENG_091	gpe:headquarters_in_city	test0	bolt-eng-DF-199-193260-6567318:66978-67052	Thunderhole	bolt-eng-DF-199-193260-6567318:67021-67031	0.655292873332
CS14_ENG_092	gpe:headquarters_in_city	test0	eng-NG-31-143314-10206742:4118-4229	Telenor	eng-NG-31-143314-10206742:1547-1553	0.532057338062
CS14_ENG_093	gpe:employees_or_members	test0	APW_ENG_20090715.0070:3711-3725	Arturo Gatti	APW_ENG_20090715.0070:90-101	0.476886181785
CS14_ENG_093	gpe:employees_or_members	test0	AFP_ENG_20100327.0214:1278-1291,AFP_ENG_20100413.0201:179-192	Jean Charest	AFP_ENG_20100327.0214:1293-1304	0.987910722953
CS14_ENG_093	gpe:employees_or_members	test0	AFP_ENG_20100413.0201:386-408	Marc Bellemare	AFP_ENG_20100413.0201:362-375	0.490601987357
CS14_ENG_094	per:spouse	test0	APW_ENG_20101217.0080:193-298	Jennifer Carpenter	APW_ENG_20101217.0080:272-289	0.561879869979
CS14_ENG_095	per:top_member_employee_of	test0	LTW_ENG_20091223.0133:1424-1503	Liberty Media	LTW_ENG_20091223.0133:1462-1474	0.308963225154
CS14_ENG_095	per:top_member_employee_of	test0	NYT_ENG_20091223.0016:1191-1317	Liberty Media	NYT_ENG_20091223.0016:1237-1249	0.585518744935
CS14_ENG_095	per:top_member_employee_of	test0	NYT_ENG_20091223.0016:1191-1201,NYT_ENG_20091223.0016:1191-1249,NYT_ENG_20091223.0016:1237-1249	Liberty Media company	NYT_ENG_20091223.0016:315-335	0.608324530685
CS14_ENG_095	per:top_member_employee_of	test0	APW_ENG_20100318.0999:3236-3323,eng-NG-31-126132-9095687:4688-4816,eng-NG-31-126132-9095687:4696-4698	Liberty Media Corp.	APW_ENG_20100318.0999:2874-2892	0.780979362414
CS14_ENG_095	per:top_member_employee_of	test0	NYT_ENG_20101122.0108:1722-1805	Liberty Media Corp.	NYT_ENG_20101122.0108:1787-1805	0.661986744199
CS14_ENG_095	per:top_member_employee_of	test0	APW_ENG_20100709.1104:418-535	Starz	APW_ENG_20100709.1104:490-494	0.617782141503
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20101103.0233:2968-2989	California	APW_ENG_20101103.0233:2980-2989	0.385880524413
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20100928.0760:1957-2093	Democratic	APW_ENG_20100928.0760:1961-1970	0.567365930506
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20100221.0803:2982-2996,WPB_ENG_20100315.0088:5356-5374	Democratic	WPB_ENG_20100315.0088:5356-5365	0.594372014411
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20100713.0059:748-757,WPB_ENG_20100713.0059:748-773,WPB_ENG_20100713.0059:748-773	Democratic	WPB_ENG_20100713.0059:748-757	0.970642140251
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20100518.0125:4336-4485	Democratic Party	WPB_ENG_20100518.0125:4403-4418	0.68058480006
CS14_ENG_096	per:employee_or_member_of	test0	eng-NG-31-104869-8882859:417-429,eng-NG-31-104869-8882859:417-445,eng-NG-31-104869-8882859:417-445	Express-Times	eng-NG-31-104869-8882859:417-429	0.0959109196581
CS14_ENG_096	per:employee_or_member_of	test0	NYT_ENG_20090714.0073:3024-3050,NYT_ENG_20090714.0073:3024-3061	National Governors Association	NYT_ENG_20090714.0073:2595-2624	0.926578833964
CS14_ENG_096	per:employee_or_member_of	test0	NYT_ENG_20100906.0109:1677-1698,NYT_ENG_20100907.0004:1696-1717	Pa.	NYT_ENG_20100907.0004:1715-1717	0.487415506328
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20100520.0042:2644-2655,APW_ENG_20100520.0042:2644-2671,APW_ENG_20100520.0042:2644-2671	Pennsylvania	APW_ENG_20100520.0042:555-566	0.792263590451
CS14_ENG_096	per:employee_or_member_of	test0	AFP_ENG_20090921.0497:1355-1386,APW_ENG_20100222.0093:450-520,APW_ENG_20100722.0065:3109-3218,NYT_ENG_20090917.0099:2053-2069	Pennsylvania	NYT_ENG_20090917.0099:2053-2064	0.899023208139
CS14_ENG_096	per:employee_or_member_of	test0	NYT_ENG_20091103.0182:2154-2170,NYT_ENG_20100514.0169:1852-1868,WPB_ENG_20101229.0041:263-279,WPB_ENG_20101230.0010:1571-1591	Pennsylvania	NYT_ENG_20091103.0182:2154-2165	0.644141780395
CS14_ENG_096	per:employee_or_member_of	test0	AFP_ENG_20100208.0018:1288-1422,WPB_ENG_20100114.0049:2679-2758,WPB_ENG_20100817.0046:666-794,eng-NG-31-142688-8721342:432-448	Pennsylvania	WPB_ENG_20100114.0049:2679-2690	0.665777188494
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20100513.0014:4271-4287,WPB_ENG_20100629.0075:2964-3084,WPB_ENG_20100709.0075:2212-2228,WPB_ENG_20101031.0023:4547-4666	Pennsylvania	WPB_ENG_20100709.0075:2212-2223	0.960186759458
CS14_ENG_096	per:employee_or_member_of	test0	bolt-eng-DF-199-192783-6874879:2748-2896,bolt-eng-DF-199-192783-6874879:2898-2904	Pennsylvania	bolt-eng-DF-199-192783-6874879:2401-2412	0.95187475123
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20100221.0803:2982-2996,APW_ENG_20101103.0233:2689-2716	Pennsylvania Democratic	APW_ENG_20101103.0233:2689-2711	0.190974892479
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20101103.0233:2689-2711,APW_ENG_20101103.0233:2689-2727,APW_ENG_20101103.0233:2689-2727	Pennsylvania Democratic	APW_ENG_20101103.0233:2689-2711	0.156144497768
CS14_ENG_096	per:employee_or_member_of	test0	APW_ENG_20101103.0233:2689-2716,APW_ENG_20101103.0302:2899-2926,APW_ENG_20101103.0344:3461-3488,APW_ENG_20101103.0350:3712-3739	Pennsylvania Democratic	APW_ENG_20101103.0344:3461-3483	0.300962323559
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20101122.0016:1577-1680	Philadelphia	WPB_ENG_20101122.0016:1584-1595	0.980989062196
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20101230.0010:1508-1537	Philadelphia Eagles	WPB_ENG_20101230.0010:307-325	0.397363839723
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20101026.0045:4189-4232	Republican Governors Association	WPB_ENG_20101026.0045:6340-6371	0.0507388395451
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20100315.0088:5225-5353	U.S. Court of Appeals	WPB_ENG_20100315.0088:5269-5289	0.428407567445
CS14_ENG_096	per:employee_or_member_of	test0	LTW_ENG_20090629.0034:5579-5713	White House	LTW_ENG_20090629.0034:5634-5644	0.0760988303674
CS14_ENG_096	per:employee_or_member_of	test0	NYT_ENG_20100215.0046:3806-3832	Wisconsin	NYT_ENG_20100215.0046:500-508	0.0166358787436
CS14_ENG_096	per:employee_or_member_of	test0	WPB_ENG_20101230.0032:285-307	Wussy	WPB_ENG_20101230.0032:285-289	0.320520909957
CS14_ENG_097	org:top_members_employees	test0	eng-NG-31-108581-8119685:5200-5322	Barbara Spruce	eng-NG-31-108581-8119685:5267-5280	0.494827991316
CS14_ENG_097	org:top_members_employees	test0	eng-NG-31-108581-8119685:6443-6526	James Houston	eng-NG-31-108581-8119685:6446-6458	0.18564265871
CS14_ENG_097	org:top_members_employees	test0	XIN_ENG_20100401.0243:720-807	Paul Wyatt	XIN_ENG_20100401.0243:708-717	0.0746128149089
CS14_ENG_097	org:top_members_employees	test0	XIN_ENG_20100401.0243:633-782	Professor Paul Wyatt	XIN_ENG_20100401.0243:698-717	0.0561039568978
CS14_ENG_097	org:top_members_employees	test0	XIN_ENG_20100401.0243:634-781	Professor Paul Wyatt	XIN_ENG_20100401.0243:698-717	0.546072077528
CS14_ENG_097	org:top_members_employees	test0	NYT_ENG_20101022.0053:1273-1357	Rami J. Abboud	NYT_ENG_20101022.0053:1257-1270	0.011154931439
CS14_ENG_097	org:top_members_employees	test0	NYT_ENG_20101022.0053:1190-1337	Rami J. Abboud	NYT_ENG_20101022.0053:1257-1270	0.598085658486
CS14_ENG_097	org:top_members_employees	test0	NYT_ENG_20101022.0053:1189-1338	Rami J. Abboud	NYT_ENG_20101022.0053:1257-1270	0.0961237534452
