CS14_ENG_001	per:holds_shares_in	test1	LTW_ENG_20090603.0052:438-491	Democratic National Committee	LTW_ENG_20090603.0052:438-466	0.354159492703
CS14_ENG_082	gpe:residents_of_city	test1	APW_ENG_20100330.0045:3312-3320,APW_ENG_20100330.0045:3312-3331,APW_ENG_20100330.0045:3322-3331	Timothy Dolan	APW_ENG_20100330.0045:3333-3345	0.181950324229
CS14_ENG_082	gpe:residents_of_city	test1	APW_ENG_20100330.0045:3259-3388	Timothy Dolan	APW_ENG_20100330.0045:3333-3345	0.119375523908
CS14_ENG_082	gpe:residents_of_city	test1	eng-NG-31-126132-9095123:796-943	Tom Barrett	eng-NG-31-126132-9095123:864-874	0.0955608214379
CS14_ENG_083	per:spouse	test1	APW_ENG_20100114.0095:317-324,APW_ENG_20100114.0095:317-332	Elaine Farrell Pascal Wynn	APW_ENG_20100114.0095:705-730	0.610557300863
CS14_ENG_083	per:spouse	test1	APW_ENG_20100108.0005:203-239,APW_ENG_20100114.0095:187-333	Elaine Farrell Pascal Wynn	APW_ENG_20100114.0095:705-730	0.372393700599
CS14_ENG_083	per:spouse	test1	APW_ENG_20100107.1225:3-134	Elaine Wynn	APW_ENG_20100107.1225:3-13	0.804890359011
CS14_ENG_083	per:spouse	test1	APW_ENG_20100107.1225:105-108,APW_ENG_20100107.1225:190-336,APW_ENG_20100107.1225:389-535,APW_ENG_20100107.1225:537-553	Elaine Wynn	APW_ENG_20100107.1225:389-399	0.388405671031
CS14_ENG_083	per:spouse	test1	APW_ENG_20100108.0005:203-239,APW_ENG_20100114.0006:248-263	Elaine Wynn	APW_ENG_20100108.0005:58-68	0.51095702669
CS14_ENG_083	per:spouse	test1	AFP_ENG_20091009.0651:176-185,AFP_ENG_20091009.0651:176-236,AFP_ENG_20091009.0651:227-236	Wynn Macau	AFP_ENG_20091009.0651:176-185	0.582105700222
CS14_ENG_084	gpe:headquarters_in_city	test1	APW_ENG_20100202.0585:868-874,APW_ENG_20100202.0585:868-892,APW_ENG_20100202.0585:886-892	Hershey Co.	APW_ENG_20100202.0585:254-264	0.577111708446
CS14_ENG_084	gpe:headquarters_in_city	test1	APW_ENG_20101126.0742:1118-1261,APW_ENG_20101126.0742:1263-1269	Hershey Co.	APW_ENG_20101126.0742:277-287	0.88768059995
CS14_ENG_084	gpe:headquarters_in_city	test1	NYT_ENG_20101228.0153:1340-1364	Hershey hospital	NYT_ENG_20101228.0153:1377-1392	0.938562172484
CS14_ENG_084	gpe:headquarters_in_city	test1	NYT_ENG_20100603.0047:2709-2857,NYT_ENG_20100603.0047:2859-2874	Hershey Lodge	NYT_ENG_20100603.0047:2747-2759	0.159131348351
CS14_ENG_084	gpe:headquarters_in_city	test1	WPB_ENG_20100519.0086:3120-3220	Hersheypark	WPB_ENG_20100519.0086:57-67	0.594403218375
CS14_ENG_084	gpe:headquarters_in_city	test1	NYT_ENG_20100603.0047:3967-4076	Milton Hershey School	NYT_ENG_20100603.0047:4004-4024	0.365038736467
CS14_ENG_085	org:subsidiaries	test1	WPB_ENG_20100105.0037:1641-1680	International Monetary Fund	WPB_ENG_20100105.0037:1641-1667	0.679578165214
CS14_ENG_085	org:subsidiaries	test1	XIN_ENG_20101209.0272:1599-1623	Maersk Group	XIN_ENG_20101209.0272:1599-1610	0.0993398552772
CS14_ENG_085	org:subsidiaries	test1	WPB_ENG_20100804.0014:2622-2676	Northern Bank	WPB_ENG_20100804.0014:2622-2634	0.392013547804
CS14_ENG_085	org:subsidiaries	test1	WPB_ENG_20100804.0014:2787-2799,WPB_ENG_20100804.0014:2787-2841,WPB_ENG_20100804.0014:2821-2841	Northern Bank	WPB_ENG_20100804.0014:2787-2799	0.801373452113
CS14_ENG_086	gpe:births_in_city	test1	AFP_ENG_20090827.0185:485-601	Bob Dylan	AFP_ENG_20090827.0185:65-73	0.702893883895
CS14_ENG_086	gpe:births_in_city	test1	NYT_ENG_20090711.0024:3391-3472	Bruce	NYT_ENG_20090711.0024:3391-3395	0.316584158424
CS14_ENG_086	gpe:births_in_city	test1	NYT_ENG_20090711.0024:3543-3562,NYT_ENG_20090711.0024:3543-3624,NYT_ENG_20090711.0024:3619-3624	Bruce Robert Isabell	NYT_ENG_20090711.0024:3543-3562	0.876647027052
CS14_ENG_086	gpe:births_in_city	test1	AFP_ENG_20100401.0306:1815-1843	Don Ness	AFP_ENG_20100401.0306:1815-1822	0.384873308311
CS14_ENG_086	gpe:births_in_city	test1	AFP_ENG_20100401.0306:1988-2065	Don Ness	AFP_ENG_20100401.0306:1988-1995	0.639483304843
CS14_ENG_086	gpe:births_in_city	test1	LTW_ENG_20090605.0073:108-147	Jack Benny	LTW_ENG_20090605.0073:108-117	0.443827556566
CS14_ENG_086	gpe:births_in_city	test1	NYT_ENG_20090711.0024:4742-4768	James	NYT_ENG_20090711.0024:4764-4768	0.549883929532
CS14_ENG_086	gpe:births_in_city	test1	LTW_ENG_20090605.0073:124-147	Laitala	LTW_ENG_20090605.0073:124-130	0.0890563589479
CS14_ENG_086	gpe:births_in_city	test1	bolt-eng-DF-170-181122-8803797:327-476	Lazaro Cardenas	bolt-eng-DF-170-181122-8803797:465-479	0.380369424004
CS14_ENG_087	per:countries_of_residence	test1	AFP_ENG_20090811.0630:1642-1791,AFP_ENG_20090811.0630:1793-1833	Canada	AFP_ENG_20090811.0630:1769-1774	0.572367792133
CS14_ENG_087	per:countries_of_residence	test1	XIN_ENG_20090807.0265:58-118	China	XIN_ENG_20090807.0265:58-62	0.345741176065
CS14_ENG_087	per:countries_of_residence	test1	APW_ENG_20100303.0343:472-490	Chinese	APW_ENG_20100303.0343:472-478	0.0462272677689
CS14_ENG_087	per:countries_of_residence	test1	AFP_ENG_20090811.0630:1039-1156	Hong Kong	AFP_ENG_20090811.0630:1078-1086	0.490516280631
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20091014.0025:525-544	Abe Lieberman	NYT_ENG_20091014.0025:1926-1938	0.405115549678
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100111.0188:4054-4070	Adam C. Smith	NYT_ENG_20100111.0188:5355-5367	0.396435742912
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100425.0165:297-319	Angello Giuria	NYT_ENG_20100425.0165:127-140	0.842085276233
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20091227.0055:501-540	Art Nadel	NYT_ENG_20091227.0055:520-528	0.162997283734
CS14_ENG_088	gpe:residents_of_city	test1	bolt-eng-DF-170-181130-93109:19744-19804	Baruch Menachem	bolt-eng-DF-170-181130-93109:18744-18758	0.43679457227
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20101017.0090:6643-6671	Beau Diamond	NYT_ENG_20101017.0090:6643-6654	0.798034973576
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20101017.0090:6643-6654,NYT_ENG_20101017.0090:6643-6671,NYT_ENG_20101017.0090:6664-6671	Beau Diamond	NYT_ENG_20101017.0090:6643-6654	0.700763509023
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20091119.0027:4861-4877	Bob Smith	NYT_ENG_20091119.0027:4848-4856	0.786159885454
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20091119.0027:4793-4925	Bob Smith	NYT_ENG_20091119.0027:4848-4856	0.992564685033
CS14_ENG_088	gpe:residents_of_city	test1	bolt-eng-DF-170-181103-8893400:14461-14605,bolt-eng-DF-170-181103-8893400:14607-14613	Care4all	bolt-eng-DF-170-181103-8893400:13009-13016	0.687560662014
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090823.0017:7204-7224	Clayton Rosaire	NYT_ENG_20090823.0017:7157-7171	0.811569032754
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090823.0017:7174-7229	Clayton Rosaire	NYT_ENG_20090823.0017:7157-7171	0.678483200173
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090823.0017:7157-7229	Clayton Rosaire	NYT_ENG_20090823.0017:7157-7171	0.87230837533
CS14_ENG_088	gpe:residents_of_city	test1	eng-NG-31-142268-8693904:25061-25159	Daren Michaels	eng-NG-31-142268-8693904:25079-25092	0.447730471557
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100209.0140:1734-1756,NYT_ENG_20100209.0140:4865-4887	Doug Holder	NYT_ENG_20100209.0140:1734-1744	0.206086615535
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100511.0008:3711-3729	Eniel Polynice	NYT_ENG_20100511.0008:3678-3691	0.909533360615
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100511.0008:3694-3729	Eniel Polynice	NYT_ENG_20100511.0008:3678-3691	0.571290172784
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100511.0008:3429-3431,NYT_ENG_20100511.0008:3667-3814	Eniel Polynice	NYT_ENG_20100511.0008:3678-3691	0.795387337566
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100226.0187:3220-3248	Gary Kompothecras	NYT_ENG_20100226.0187:3200-3216	0.244872209367
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100226.0187:3220-3248,NYT_ENG_20100610.0181:1561-1612	Gary Kompothecras	NYT_ENG_20100610.0181:1542-1558	0.780657053965
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100610.0181:1561-1612	Gary Kompothecras	NYT_ENG_20100610.0181:1542-1558	0.963452228982
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100529.0018:3244-3291	Gigi	NYT_ENG_20100529.0018:3255-3258	0.328905577082
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100529.0018:3244-3290	Gigi	NYT_ENG_20100529.0018:3255-3258	0.875988069425
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090718.0138:2515-2531	Jason Champion	NYT_ENG_20090718.0138:2533-2546	0.284557757277
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090718.0138:2515-2522,NYT_ENG_20090718.0138:2515-2531,NYT_ENG_20090718.0138:2524-2531	Jason Champion	NYT_ENG_20090718.0138:2533-2546	0.517766663986
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100930.0215:1228-1244,NYT_ENG_20100930.0215:1228-1248	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.805209268822
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100930.0215:1212-1235	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.725967928716
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100930.0215:1212-1343	Joey Gratton	NYT_ENG_20100930.0215:303-314	0.3190633029
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100506.0239:2571-2598,NYT_ENG_20100715.0186:5274-5301	Keith Fitzgerald	NYT_ENG_20100506.0239:2571-2586	0.13021003818
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100506.0239:2571-2598	Keith Fitzgerald	NYT_ENG_20100506.0239:2571-2586	0.245420379231
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100715.0186:5238-5302	Keith Fitzgerald	NYT_ENG_20100715.0186:5274-5289	0.590815254841
CS14_ENG_088	gpe:residents_of_city	test1	APW_ENG_20091204.0039:4261-4286	Lamar Brantley	APW_ENG_20091204.0039:4261-4274	0.815968839394
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20101030.0121:3902-3932	Louis Delmas	NYT_ENG_20101030.0121:1168-1179	0.47070684524
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100321.0127:240-389,NYT_ENG_20100324.0045:235-384	Mary Poppins	NYT_ENG_20100324.0045:235-246	0.116562592494
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20100323.0010:3119-3199	Maureen McFillin	NYT_ENG_20100323.0010:3184-3199	0.553580519204
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090914.0201:784-800	Richard Unger	NYT_ENG_20090914.0201:802-814	0.482239809989
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090914.0201:784-791,NYT_ENG_20090914.0201:784-800,NYT_ENG_20090914.0201:793-800	Richard Unger	NYT_ENG_20090914.0201:802-814	0.779084811776
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090914.0201:784-932,NYT_ENG_20090914.0201:934-937	Richard Unger	NYT_ENG_20090914.0201:802-814	0.794459155947
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20090604.0032:3109-3130,NYT_ENG_20100828.0107:3585-3606	Ron Reagan	NYT_ENG_20100828.0107:3585-3594	0.584563950561
CS14_ENG_088	gpe:residents_of_city	test1	eng-NG-31-127093-9195414:795-815	Steven	eng-NG-31-127093-9195414:533-538	0.0816269649519
CS14_ENG_088	gpe:residents_of_city	test1	eng-NG-31-127093-9195414:795-815	Steven Tyler Cornell	eng-NG-31-127093-9195414:2491-2510	0.573530451428
CS14_ENG_088	gpe:residents_of_city	test1	eng-NG-31-127093-9195414:749-836	Steven Tyler Cornell	eng-NG-31-127093-9195414:2491-2510	0.469393432331
CS14_ENG_088	gpe:residents_of_city	test1	eng-NG-31-126851-9166969:2884-2908	Susan Stanton	eng-NG-31-126851-9166969:568-580	0.315541519427
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20101211.0024:1030-1054	Vern Buchanan	NYT_ENG_20101211.0024:1030-1042	0.4489083779
CS14_ENG_088	gpe:residents_of_city	test1	NYT_ENG_20101211.0024:1000-1135	Vern Buchanan	NYT_ENG_20101211.0024:1030-1042	0.340816389285
CS14_ENG_088	gpe:residents_of_city	test1	WPB_ENG_20100526.0047:4998-5016	Warren Buffett	WPB_ENG_20100526.0047:300-313	0.272673799882
CS14_ENG_089	gpe:births_in_city	test1	APW_ENG_20090622.1110:2834-2919	Ben Fox	APW_ENG_20090622.1110:2858-2864	0.257180143335
CS14_ENG_089	gpe:births_in_city	test1	APW_ENG_20100318.1227:3843-3893	Luis Armando Pena Soltren	AFP_ENG_20091013.0154:370-394	0.487904238076
CS14_ENG_089	gpe:births_in_city	test1	NYT_ENG_20100530.0015:5585-5642,NYT_ENG_20100530.0015:5644-5672	Mark N. Hopkins	NYT_ENG_20100530.0015:1031-1045	0.864191029335
CS14_ENG_089	gpe:births_in_city	test1	NYT_ENG_20101004.0044:2181-2189,NYT_ENG_20101004.0044:2181-2221,NYT_ENG_20101004.0044:2214-2221	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.515211089429
CS14_ENG_089	gpe:births_in_city	test1	NYT_ENG_20101004.0044:2181-2248	Yzaguirre	NYT_ENG_20101004.0044:2181-2189	0.554548742382
CS14_ENG_090	per:cities_of_residence	test1	APW_ENG_20101007.0810:308-452	London	APW_ENG_20101007.0810:123-128	0.323262156304
CS14_ENG_091	gpe:headquarters_in_city	test1	bolt-eng-DF-170-181122-8789123:27690-27755	Acadia National Park	bolt-eng-DF-170-181122-8789123:27717-27736	0.426281481199
CS14_ENG_091	gpe:headquarters_in_city	test1	APW_ENG_20100717.0004:427-574,APW_ENG_20100717.0004:576-670	Bar Harbor airport	APW_ENG_20100717.0004:458-475	0.429020802978
CS14_ENG_091	gpe:headquarters_in_city	test1	APW_ENG_20100717.0487:580-687	Bar Harbor Club	APW_ENG_20100717.0487:603-617	0.440420430656
CS14_ENG_091	gpe:headquarters_in_city	test1	WPB_ENG_20100430.0072:1363-1434	Harborside Hotel	WPB_ENG_20100430.0072:1363-1378	0.693336526559
CS14_ENG_091	gpe:headquarters_in_city	test1	bolt-eng-DF-170-181122-8789131:6533-6648	Island Ice Cream	bolt-eng-DF-170-181122-8789131:6561-6576	0.557185801894
CS14_ENG_091	gpe:headquarters_in_city	test1	LTW_ENG_20090715.0127:3230-3328	Jackson Laboratory	LTW_ENG_20090715.0127:3296-3313	0.326236667644
CS14_ENG_091	gpe:headquarters_in_city	test1	NYT_ENG_20090824.0154:912-1044	Mount Desert Island Hospital	NYT_ENG_20090824.0154:995-1022	0.871441967627
CS14_ENG_091	gpe:headquarters_in_city	test1	bolt-eng-DF-199-193260-6567318:66978-67052	Thunderhole	bolt-eng-DF-199-193260-6567318:67021-67031	0.230868461711
CS14_ENG_093	gpe:employees_or_members	test1	AFP_ENG_20100616.0185:365-436	Jacques Delisle	AFP_ENG_20100616.0185:371-385	0.338782240971
CS14_ENG_093	gpe:employees_or_members	test1	AFP_ENG_20090926.0132:179-327,AFP_ENG_20090926.0132:329-352	Lise Thibault	AFP_ENG_20090926.0132:213-225	0.367060096256
CS14_ENG_093	gpe:employees_or_members	test1	AFP_ENG_20100413.0201:386-391	Marc Bellemare	AFP_ENG_20100413.0201:362-375	0.672758424738
CS14_ENG_093	gpe:employees_or_members	test1	AFP_ENG_20100327.0214:1989-2016	Nicolas Sarkozy	AFP_ENG_20100327.0214:1989-2003	0.5176236914
CS14_ENG_094	per:spouse	test1	APW_ENG_20101217.0080:193-298	Jennifer Carpenter	APW_ENG_20101217.0080:272-289	0.733431055944
CS14_ENG_095	per:top_member_employee_of	test1	NYT_ENG_20091223.0016:1191-1317	Liberty Media	NYT_ENG_20091223.0016:1237-1249	0.75663760055
CS14_ENG_095	per:top_member_employee_of	test1	eng-NG-31-126132-9095687:4688-4816,eng-NG-31-126132-9095687:4696-4698	Liberty Media	eng-NG-31-126132-9095687:4585-4597	0.756359755464
CS14_ENG_095	per:top_member_employee_of	test1	NYT_ENG_20091223.0016:1191-1201,NYT_ENG_20091223.0016:1191-1249,NYT_ENG_20091223.0016:1237-1249	Liberty Media company	NYT_ENG_20091223.0016:315-335	0.820141290943
CS14_ENG_095	per:top_member_employee_of	test1	APW_ENG_20100318.0999:3236-3323,eng-NG-31-126132-9095687:4688-4816,eng-NG-31-126132-9095687:4696-4698	Liberty Media Corp.	APW_ENG_20100318.0999:2874-2892	0.30848402888
CS14_ENG_095	per:top_member_employee_of	test1	APW_ENG_20090601.0990:2874-2904,APW_ENG_20100318.0999:3260-3270,APW_ENG_20100709.1104:419-444,LTW_ENG_20091223.0133:1462-1490	Liberty Media Corp.	APW_ENG_20100709.1104:426-444	0.621974037676
CS14_ENG_095	per:top_member_employee_of	test1	APW_ENG_20100709.1104:361-509	Liberty Media Corp.	APW_ENG_20100709.1104:426-444	0.544189753318
CS14_ENG_096	per:employee_or_member_of	test1	WPB_ENG_20101230.0010:3944-3961,WPB_ENG_20101230.0010:4018-4044,WPB_ENG_20101230.0010:4027-4044	American	WPB_ENG_20101230.0010:2756-2763	0.294643421887
CS14_ENG_096	per:employee_or_member_of	test1	APW_ENG_20101103.0233:2968-2989	California	APW_ENG_20101103.0233:2980-2989	0.238475847344
CS14_ENG_096	per:employee_or_member_of	test1	APW_ENG_20100928.0760:1957-2093	Democratic	APW_ENG_20100928.0760:1961-1970	0.354934584913
CS14_ENG_096	per:employee_or_member_of	test1	APW_ENG_20101030.0453:1922-2023	Democratic	APW_ENG_20101030.0453:821-830	0.741925424902
CS14_ENG_096	per:employee_or_member_of	test1	eng-NG-31-104869-8882859:372-497	Express - Times	eng-NG-31-104869-8882859:417-429	0.128383882831
CS14_ENG_096	per:employee_or_member_of	test1	eng-NG-31-104869-8882859:417-429,eng-NG-31-104869-8882859:417-445,eng-NG-31-104869-8882859:417-445	Express-Times	eng-NG-31-104869-8882859:417-429	0.360998107909
CS14_ENG_096	per:employee_or_member_of	test1	AFP_ENG_20101103.0373:3304-3381	MSNBC	AFP_ENG_20101103.0373:3376-3380	0.58495170033
CS14_ENG_096	per:employee_or_member_of	test1	NYT_ENG_20100906.0109:1677-1698,NYT_ENG_20100907.0004:1696-1717	Pa.	NYT_ENG_20100907.0004:1715-1717	0.862673882925
CS14_ENG_096	per:employee_or_member_of	test1	NYT_ENG_20091103.0182:2154-2170,NYT_ENG_20100514.0169:1852-1868,WPB_ENG_20101229.0041:263-279,WPB_ENG_20101230.0010:1571-1591	Pennsylvania	NYT_ENG_20091103.0182:2154-2165	0.409822960649
CS14_ENG_096	per:employee_or_member_of	test1	AFP_ENG_20100208.0018:1288-1422,WPB_ENG_20100114.0049:2679-2758,WPB_ENG_20100817.0046:666-794,eng-NG-31-142688-8721342:432-448	Pennsylvania	WPB_ENG_20100114.0049:2679-2690	0.999213262087
CS14_ENG_096	per:employee_or_member_of	test1	WPB_ENG_20100513.0014:4271-4287,WPB_ENG_20100629.0075:2964-3084,WPB_ENG_20100709.0075:2212-2228,WPB_ENG_20101031.0023:4547-4666	Pennsylvania	WPB_ENG_20100709.0075:2212-2223	0.397782898606
CS14_ENG_096	per:employee_or_member_of	test1	NYT_ENG_20090714.0073:3034-3050,WPB_ENG_20101230.0010:219-235,WPB_ENG_20101230.0032:391-407,bolt-eng-DF-170-181122-8805353:2165-2181	Pennsylvania	WPB_ENG_20101230.0032:391-402	0.736783494717
CS14_ENG_096	per:employee_or_member_of	test1	bolt-eng-DF-199-192783-6874879:2748-2896,bolt-eng-DF-199-192783-6874879:2898-2904	Pennsylvania	bolt-eng-DF-199-192783-6874879:2401-2412	0.644758143148
CS14_ENG_096	per:employee_or_member_of	test1	APW_ENG_20100221.0803:2982-2996,APW_ENG_20101103.0233:2689-2716	Pennsylvania Democratic	APW_ENG_20101103.0233:2689-2711	0.46986564416
CS14_ENG_096	per:employee_or_member_of	test1	APW_ENG_20101103.0233:2689-2711,APW_ENG_20101103.0233:2689-2727,APW_ENG_20101103.0233:2689-2727	Pennsylvania Democratic	APW_ENG_20101103.0233:2689-2711	0.800386595808
CS14_ENG_096	per:employee_or_member_of	test1	WPB_ENG_20101026.0045:4189-4232	Republican Governors Association	WPB_ENG_20101026.0045:6340-6371	0.689087403353
CS14_ENG_096	per:employee_or_member_of	test1	WPB_ENG_20101230.0010:3944-3961,WPB_ENG_20101230.0010:4018-4044,WPB_ENG_20101230.0010:4027-4044	U.S.	WPB_ENG_20101230.0010:2660-2663	0.590962447547
CS14_ENG_096	per:employee_or_member_of	test1	LTW_ENG_20090629.0034:5579-5713	White House	LTW_ENG_20090629.0034:5634-5644	0.47495956091
CS14_ENG_096	per:employee_or_member_of	test1	WPB_ENG_20101230.0010:4956-5104	White House	WPB_ENG_20101230.0010:5025-5035	0.446841994281
CS14_ENG_097	org:top_members_employees	test1	eng-NG-31-108581-8119685:5200-5322	Barbara Spruce	eng-NG-31-108581-8119685:5267-5280	0.328733339196
CS14_ENG_097	org:top_members_employees	test1	eng-NG-31-127080-9186428:853-1001	Graham P. Leese	eng-NG-31-127080-9186428:920-934	0.221303993974
CS14_ENG_097	org:top_members_employees	test1	APW_ENG_20100322.0876:184-287	James Black	APW_ENG_20100322.0876:90-100	0.783178535886
CS14_ENG_097	org:top_members_employees	test1	XIN_ENG_20100401.0243:639-786	Paul Wyatt	XIN_ENG_20100401.0243:708-717	0.263883061072
CS14_ENG_097	org:top_members_employees	test1	XIN_ENG_20100401.0243:633-782	Professor Paul Wyatt	XIN_ENG_20100401.0243:698-717	0.291435618306
CS14_ENG_097	org:top_members_employees	test1	XIN_ENG_20100401.0243:634-781	Professor Paul Wyatt	XIN_ENG_20100401.0243:698-717	0.106251742812
CS14_ENG_097	org:top_members_employees	test1	NYT_ENG_20101022.0053:1189-1338	Rami J. Abboud	NYT_ENG_20101022.0053:1257-1270	0.385576837665
CS14_ENG_097	org:top_members_employees	test1	NYT_ENG_20101022.0053:1190-1337	Rami J. Abboud	NYT_ENG_20101022.0053:1257-1270	0.00897746966811
CS14_ENG_098	per:other_family	test1	LTW_ENG_20090728.0078:2797-2892	John Cage	LTW_ENG_20090728.0078:2813-2821	0.828630026774
CS14_ENG_099	org:top_members_employees	test1	eng-NG-31-142680-10068946:850-872	Charles Kennedy	eng-NG-31-142680-10068946:831-845	0.435185255592
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100429.0264:2350-2441	Clegg	AFP_ENG_20100429.0264:2365-2369	0.873313267585
CS14_ENG_099	org:top_members_employees	test1	eng-NG-31-100720-8851020:2538-2605,eng-NG-31-100720-8851020:2598-2639	John Hemming	eng-NG-31-100720-8851020:2520-2531	0.267314555017
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100505.0811:563-574	John Major	AFP_ENG_20100505.0811:536-545	0.140441184882
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100417.0575:300-311	Lib Dems	AFP_ENG_20100417.0575:68-75	0.317443364812
CS14_ENG_099	org:top_members_employees	test1	APW_ENG_20091001.0782:2041-2168	Menzie Campbell	APW_ENG_20091001.0782:2108-2122	0.530976800261
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100217.0377:1687-1808,AFP_ENG_20100217.0377:1803-1841,AFP_ENG_20100217.0377:1803-1864,APW_ENG_20091001.0782:2132-2167	Menzies Campbell	AFP_ENG_20100217.0377:1433-1448	0.451328915756
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100217.0377:1687-1808,AFP_ENG_20100217.0377:1803-1841,AFP_ENG_20100217.0377:1803-1864,APW_ENG_20091001.0782:2132-2167	Menzies Campbell	AFP_ENG_20100217.0377:1433-1448	0.985153648798
CS14_ENG_099	org:top_members_employees	test1	NYT_ENG_20100415.0168:1483-1630	Nick Clegg	NYT_ENG_20100415.0168:1504-1513	0.557581447832
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100505.0811:4456-4522,APW_ENG_20090711.0644:3992-4014,APW_ENG_20100508.0361:476-498,WPB_ENG_20100502.0009:1618-1640	Nick Clegg	WPB_ENG_20100502.0009:1642-1651	0.380589782535
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100505.0811:4456-4522,APW_ENG_20090711.0644:3992-4014,APW_ENG_20100508.0361:476-498,WPB_ENG_20100502.0009:1618-1640	Nick Clegg	WPB_ENG_20100502.0009:1642-1651	0.689511483241
CS14_ENG_099	org:top_members_employees	test1	APW_ENG_20091224.0331:1756-1795,APW_ENG_20091224.0584:2673-2701,APW_ENG_20100123.0501:2874-2907,NYT_ENG_20091224.0102:2922-2946	Sadakazu Tanigaki	APW_ENG_20100123.0501:2855-2871	0.331669479477
CS14_ENG_099	org:top_members_employees	test1	bolt-eng-DF-200-192448-6196840:163-261	Tom Brake	bolt-eng-DF-200-192448-6196840:183-191	0.393647433389
CS14_ENG_099	org:top_members_employees	test1	AFP_ENG_20100517.0338:3082-3099,AFP_ENG_20100517.0338:3091-3099,XIN_ENG_20101007.0217:3131-3165	Vince Cable	AFP_ENG_20100517.0338:3101-3111	0.408836638201
CS14_ENG_099	org:top_members_employees	test1	APW_ENG_20100712.0453:3282-3297	Yukio Hatoyama	APW_ENG_20100712.0453:3325-3338	0.533708629962
CS14_ENG_100	gpe:headquarters_in_city	test1	APW_ENG_20091109.0726:963-1084	al-Awlaki	APW_ENG_20091109.0726:1053-1061	0.00283040718024
CS14_ENG_100	gpe:headquarters_in_city	test1	WPB_ENG_20100907.0010:5154-5244	Al-Hijrah Islamic Center	WPB_ENG_20100907.0010:5158-5181	0.784120460303
CS14_ENG_100	gpe:headquarters_in_city	test1	APW_ENG_20100607.0545:1277-1383	Altegrity	APW_ENG_20100607.0545:1277-1285	0.258620416066
CS14_ENG_100	gpe:headquarters_in_city	test1	APW_ENG_20100607.0545:1277-1383	Altegrity	APW_ENG_20100607.0545:58-66	0.297652638591
CS14_ENG_100	gpe:headquarters_in_city	test1	APW_ENG_20090805.1220:1246-1275,APW_ENG_20100607.0545:1277-1308	Altegrity Inc.	APW_ENG_20100607.0545:282-295	0.741880457049
CS14_ENG_100	gpe:headquarters_in_city	test1	WPB_ENG_20100309.0058:3170-3303	Dar Al-Hijrah Mosque	WPB_ENG_20100309.0058:3219-3238	0.845905527201
