CS14_ENG_001	per:holds_shares_in	test7	LTW_ENG_20090603.0052:438-491	Democratic National Committee	LTW_ENG_20090603.0052:438-466	0.274884192408
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101011.0580:357-381	Benjamin Kiplagat	APW_ENG_20101011.0580:357-373	0.25244489302
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100701.0159:2072-2118	Edith Mwanje	XIN_ENG_20100701.0159:2072-2083	0.492405038298
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20091126.0132:656-681	Felix Kulayigye	XIN_ENG_20091126.0132:639-653	0.70643502771
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101019.0537:1643-1697,APW_ENG_20101019.0537:1662-1697	Frank Mugisha	APW_ENG_20101019.0537:1643-1655	0.207007745036
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101019.0537:1649-1697,APW_ENG_20101019.0537:1662-1697	Frank Mugisha	APW_ENG_20101019.0537:1643-1655	0.340359795267
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101019.0537:1643-1697,APW_ENG_20101019.0537:1662-1697	Frank Mugisha	APW_ENG_20101019.0537:1643-1655	0.533140243697
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20091006.0558:534-562,APW_ENG_20100712.0217:692-731	Fred Opolot	APW_ENG_20100712.0217:721-731	0.549348109363
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100701.0159:2100-2118	Gerald Sendaula	XIN_ENG_20100701.0159:1766-1780	0.0587535241259
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100323.0627:260-308	Gideon Byamugisha	APW_ENG_20100323.0627:260-276	0.459344092625
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100323.0509:391-408,APW_ENG_20100323.0627:394-411,APW_ENG_20100323.0912:812-829	Gideon Byamugisha	APW_ENG_20100323.0627:363-379	0.946200401405
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100713.0032:512-529	Henn	APW_ENG_20100713.0032:526-529	0.374083415105
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101026.0516:1970-1996	Joaquim Saweka	APW_ENG_20101026.0516:2003-2016	0.22127101984
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100110.0094:925-952	John Napaja	XIN_ENG_20100110.0094:942-952	0.695472093515
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20100808.0085:3756-3783	Joshua Magezi	AFP_ENG_20100808.0085:3771-3783	0.876932312338
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20100419.0309:1576-1608,AFP_ENG_20100419.0309:1595-1608	Kizza Besigye	AFP_ENG_20100419.0309:1576-1588	0.633497484068
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20100419.0309:1576-1608,AFP_ENG_20100419.0309:1595-1608	Kizza Besigye	AFP_ENG_20100419.0309:1576-1588	0.597310918079
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100906.0315:714-748	Leodegar Tenga	XIN_ENG_20100906.0315:284-297	0.223467793997
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20090904.0270:3214-3230	Lieberman	AFP_ENG_20090904.0270:3222-3230	0.517101499845
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100630.1127:3242-3274	Mary Karooro Okurutu	APW_ENG_20100630.1127:3277-3296	0.0586907532907
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100303.0156:283-301	Michael Wabomba	XIN_ENG_20100303.0156:219-233	0.587104198593
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100728.0319:1874-1895	Moses Kipsiro	XIN_ENG_20100728.0319:1883-1895	0.543208330295
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20101011.0645:698-725	Moses Ndiema Kipsiro	APW_ENG_20101011.0645:698-717	0.403949965249
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20090630.0180:402-424,XIN_ENG_20090630.0180:411-424	Musa Ecweru	XIN_ENG_20090630.0180:389-399	0.542798794506
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20090630.0180:402-424	Musa Ecweru	XIN_ENG_20090630.0180:389-399	0.639819479961
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100713.0032:615-632,APW_ENG_20100713.0075:615-632	Nate Henn	APW_ENG_20100713.0032:426-434	0.185958626145
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100811.0452:1102-1236	Nicholas Kamwende	APW_ENG_20100811.0452:1102-1118	0.223590362931
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20100308.0725:2214-2254	Omar al- Bashir	APW_ENG_20100308.0725:2214-2227	0.654702408655
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20100301.0070:518-538	Patrick Guma	AFP_ENG_20100301.0070:527-538	0.974157262262
CS14_ENG_037	gpe:residents_of_country	test7	APW_ENG_20090706.1338:446-484,APW_ENG_20090707.0030:395-433	Ruhakana Rugunda	APW_ENG_20090706.1338:469-484	0.777714645658
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20090710.0110:427-451,XIN_ENG_20100628.0176:372-396	Sam Kutesa	XIN_ENG_20100628.0176:360-369	0.418842642861
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100902.0332:4991-5013	Samoa	XIN_ENG_20100902.0332:4991-4995	0.561068806101
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20100628.0176:1725-1749,XIN_ENG_20101124.0168:1128-1144	Syda Bbumba	XIN_ENG_20101124.0168:1115-1125	0.961366081815
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20101124.0168:984-1002	Syda Bbumba	XIN_ENG_20101124.0168:984-994	0.991063706916
CS14_ENG_037	gpe:residents_of_country	test7	AFP_ENG_20100805.0485:455-480	Timothy Kalegyira	AFP_ENG_20100805.0485:377-393	0.597208247734
CS14_ENG_037	gpe:residents_of_country	test7	XIN_ENG_20090811.0128:452-467	Zoellick	XIN_ENG_20090811.0128:460-467	0.403103044579
CS14_ENG_038	org:employees_or_members	test7	eng-NG-31-126976-8244722:5525-5556	Andrew Leckey	eng-NG-31-126976-8244722:483-495	0.657741805532
CS14_ENG_038	org:employees_or_members	test7	eng-NG-31-126976-8244722:5506-5557	Andrew Leckey	eng-NG-31-126976-8244722:5506-5518	0.956944238453
CS14_ENG_038	org:employees_or_members	test7	APW_ENG_20101209.0854:1938-2061,WPB_ENG_20101209.0087:4196-4302	Brenda Starr	APW_ENG_20101209.0854:249-260	0.788612373355
CS14_ENG_038	org:employees_or_members	test7	LTW_ENG_20091002.0112:2480-2530,LTW_ENG_20091002.0112:2496-2530	David Williams	LTW_ENG_20091002.0112:2480-2493	0.499841746909
CS14_ENG_038	org:employees_or_members	test7	LTW_ENG_20091002.0112:2413-2560	David Williams	LTW_ENG_20091002.0112:2480-2493	0.325374760762
CS14_ENG_038	org:employees_or_members	test7	bolt-eng-DF-199-192783-6868064:6271-6319	John Twohey	bolt-eng-DF-199-192783-6868064:6258-6268	0.393590801814
CS14_ENG_038	org:employees_or_members	test7	APW_ENG_20090625.0915:1736-1751	Mike Doss	APW_ENG_20090625.0915:1753-1761	0.348508102566
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2296-2328	District of Columbia	NYT_ENG_20100621.0143:2309-2328	0.181949966668
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2421-2453	Kansas City Star	NYT_ENG_20100621.0143:324-339	0.724470270209
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2421-2453	Kansas City Star	NYT_ENG_20100621.0143:324-339	0.833989724935
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:1350-1368,NYT_ENG_20100621.0143:2371-2390	New York Times	NYT_ENG_20100621.0143:143-156	0.152189034834
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2371-2390	New York Times	NYT_ENG_20100621.0143:143-156	0.458739336496
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2331-2454	New York Times	NYT_ENG_20100621.0143:143-156	0.0334772234413
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:354-379	Ridder	NYT_ENG_20100621.0143:374-379	0.50974613465
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:292-339	The Kansas City Star	NYT_ENG_20100621.0143:2434-2453	0.599166124792
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2213-2244	The Washington Post	NYT_ENG_20100621.0143:271-289	0.987454574951
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:261-289,NYT_ENG_20100621.0143:271-362,NYT_ENG_20100621.0143:2213-2244	The Washington Post	NYT_ENG_20100621.0143:271-289	0.346696930125
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:2213-2244	The Washington Post	NYT_ENG_20100621.0143:271-289	0.748337685439
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:261-289	The Washington Post	NYT_ENG_20100621.0143:271-289	0.95923895319
CS14_ENG_039	per:employee_or_member_of	test7	NYT_ENG_20100621.0143:139-284,NYT_ENG_20100621.0143:286-289	Washington Post	NYT_ENG_20100621.0143:275-289	0.668135284268
CS14_ENG_040	org:subsidiaries	test7	NYT_ENG_20091007.0129:1306-1428	Bradenton Herald	NYT_ENG_20091007.0129:1413-1428	0.341780451862
CS14_ENG_040	org:subsidiaries	test7	APW_ENG_20090630.0217:2309-2366	Miami Herald	APW_ENG_20090630.0217:2313-2324	0.728997245885
CS14_ENG_040	org:subsidiaries	test7	bolt-eng-DF-199-192783-6863358:8756-8891	Philadelphia Daily News	bolt-eng-DF-199-192783-6863358:4865-4887	0.443106824541
CS14_ENG_040	org:subsidiaries	test7	bolt-eng-DF-199-192783-6863358:1552-1659	Philadelphia Inquirer	bolt-eng-DF-199-192783-6863358:933-953	0.796798643301
CS14_ENG_040	org:subsidiaries	test7	bolt-eng-DF-199-192783-6863358:4925-5033	Silicon Valley Community Newspapers	bolt-eng-DF-199-192783-6863358:4999-5033	0.584813520542
CS14_ENG_040	org:subsidiaries	test7	eng-WL-11-99176-9829084:3180-3281	SJ Mercury News	eng-WL-11-99176-9829084:3190-3204	0.608121919631
CS14_ENG_041	per:organizations_founded	test7	bolt-eng-DF-212-191668-3067618:1240-1342	Resource Group	bolt-eng-DF-212-191668-3067618:725-738	0.635662243708
CS14_ENG_041	per:organizations_founded	test7	bolt-eng-DF-212-191668-3067618:1240-1250,bolt-eng-DF-212-191668-3067618:1240-1270,bolt-eng-DF-212-191668-3067618:1253-1270	Resource Group	bolt-eng-DF-212-191668-3067618:725-738	0.314556627552
CS14_ENG_042	org:top_members_employees	test7	eng-NG-31-127453-9229092:532-619	Ernie Suggs	eng-NG-31-127453-9229092:540-550	0.37619690257
CS14_ENG_043	gpe:residents_of_city	test7	NYT_ENG_20090828.0185:1880-1975	Elizabeth Smart	NYT_ENG_20090828.0185:1928-1942	0.782542365302
CS14_ENG_044	per:employee_or_member_of	test7	eng-NG-31-126142-9100330:593-686,eng-NG-31-126142-9100330:5813-5909	People	eng-NG-31-126142-9100330:194-199	0.571053929223
CS14_ENG_045	org:employees_or_members	test7	bolt-eng-DF-170-181103-8902794:936-960,eng-NG-31-141958-8677084:2979-3049,eng-NG-31-141958-8677084:3006-3049,eng-NG-31-147907-10554401:12731-12774	Cecilia Munoz	eng-NG-31-141958-8677084:2979-2991	0.641258798361
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-141958-8677084:2979-3049,eng-NG-31-141958-8677084:3006-3049,eng-NG-31-147907-10554401:12704-12774,eng-NG-31-147907-10554401:12731-12774	Cecilia Munoz	eng-NG-31-141958-8677084:2979-2991	0.682132610321
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-141958-8677084:2906-3050,eng-NG-31-147907-10554401:12719-12774	Cecilia Munoz	eng-NG-31-147907-10554401:12704-12716	0.314219763176
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100131.0009:3108-3159,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5019-5095	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.470385992166
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100131.0009:3108-3159,NYT_ENG_20101015.0021:2570-2646,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5000-5095	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.938886131133
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100131.0009:3108-3159,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5019-5095	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.75545614444
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100131.0009:3044-3160	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.365814324152
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100611.0054:5000-5016,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5069-5095	Clarissa Martinez	WPB_ENG_20100611.0054:5000-5016	0.811540074621
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100312.0052:3564-3674,WPB_ENG_20100319.0077:2718-2789,WPB_ENG_20100512.0079:2634-2720,eng-NG-31-127453-12066903:1556-1639	Clarissa Martinez De Castro	WPB_ENG_20100319.0077:2718-2744	0.55789838625
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100312.0052:3593-3674,WPB_ENG_20100512.0079:2663-2720	Clarissa Martinez De Castro	WPB_ENG_20100512.0079:2634-2660	0.804850025803
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20101104.0146:5726-5849	Eric Rodriguez	APW_ENG_20101104.0146:5769-5782	0.41385459457
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20101104.0146:5726-5850	Eric Rodriguez	APW_ENG_20101104.0146:5769-5782	0.484736336145
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100710.0011:4404-4441	Eric Rodriguez	WPB_ENG_20100710.0011:4404-4417	0.827114913463
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100222.0012:2514-2563	Janet Murgia	NYT_ENG_20100222.0012:2500-2511	0.957312595327
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20090604.0007:2762-2848	Janet Murguia	APW_ENG_20090604.0007:2762-2774	0.666137716067
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20090604.0007:2963-3014,eng-NG-31-142685-8718201:1948-1999	Janet Murguia	APW_ENG_20090604.0007:2928-2940	0.481349771815
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100508.0008:2710-2725	Janet Murguia	APW_ENG_20100508.0008:2695-2707	0.527297318064
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20090808.0012:1353-1403	Janet Murguia	LTW_ENG_20090808.0012:1391-1403	0.848111530378
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20091009.0011:1335-1402,NYT_ENG_20090625.0067:5165-5214,NYT_ENG_20100506.0110:906-926,NYT_ENG_20100701.0120:3625-3668	Janet Murguia	NYT_ENG_20090625.0067:5165-5177	0.990638746797
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20091009.0011:1335-1402,NYT_ENG_20090625.0067:5165-5214,NYT_ENG_20100506.0110:906-926,eng-NG-31-142161-8690976:1264-1313	Janet Murguia	eng-NG-31-142161-8690976:1249-1261	0.648115837133
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-142685-8718201:1896-2029	Janet Murguía	eng-NG-31-142685-8718201:1896-1908	0.793006305914
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100215.0067:643-655,WPB_ENG_20100215.0067:643-741,WPB_ENG_20100215.0067:711-741	Janis Bowdler	WPB_ENG_20100215.0067:643-655	0.508174178418
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100720.0077:5795-5842	Janis Bowdler	WPB_ENG_20100720.0077:5795-5807	0.397817897336
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20091115.0004:1408-1488,NYT_ENG_20091115.0004:1433-1488	Jennifer Ng&apos;andu	NYT_ENG_20091115.0004:1408-1423	0.94904423072
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20091007.0083:3842-3924	Jennifer Ng'andu	LTW_ENG_20091007.0083:3842-3857	0.439666424467
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20090827.0039:1959-2022	John Sweeney	NYT_ENG_20090827.0039:1704-1715	0.425120215332
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20090915.0083:2349-2459	John Tanton	LTW_ENG_20090915.0083:2428-2438	0.493531206195
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100319.0077:2837-2845	Jorge - Mario Cabrera	WPB_ENG_20100319.0077:1939-1957	0.510484814178
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100319.0077:2837-2845	Jorge-Mario Cabrera	WPB_ENG_20100319.0077:1939-1957	0.37340047425
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100409.0706:1391-1458,APW_ENG_20100409.0706:1414-1458,APW_ENG_20100520.1237:2399-2463,APW_ENG_20100520.1237:2420-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.399469920014
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100409.0706:1391-1458,APW_ENG_20100409.0706:1414-1458,APW_ENG_20100520.1237:2420-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.8895934267
CS14_ENG_045	org:employees_or_members	test7	APW_ENG_20100312.0052:3564-3655	Martinez de Castro	APW_ENG_20100312.0052:3573-3590	0.215770650744
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100409.0041:5977-6058	Michael L. Lomax	WPB_ENG_20100409.0041:5893-5908	0.665295910544
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20100427.0230:1364-1388	Patricia Foxen	NYT_ENG_20100427.0230:1364-1377	0.840455637661
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20101004.0044:2032-2114	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.558145865787
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20101004.0044:2021-2029,NYT_ENG_20101004.0044:2021-2114,NYT_ENG_20101004.0044:2084-2114	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.408416535906
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20101004.0044:1972-2118,NYT_ENG_20101004.0044:2120-2169	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.648256553044
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-142687-8719348:1162-1199	Raul Yzaguirre	eng-NG-31-142687-8719348:1124-1137	0.318131165364
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20090709.0024:4153-4224	Richard D. Land	LTW_ENG_20090709.0024:4340-4354	0.560840804751
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-128483-8350874:435-584	Ruben Hinojosa	eng-NG-31-128483-8350874:503-516	0.171450926593
CS14_ENG_045	org:employees_or_members	test7	eng-NG-31-128483-8350874:436-583	Ruben Hinojosa	eng-NG-31-128483-8350874:503-516	0.592264597473
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20090601.0198:1688-1728	Sonia Sotomayor	NYT_ENG_20090601.0198:212-226	0.683676897675
CS14_ENG_045	org:employees_or_members	test7	NYT_ENG_20090601.0198:1673-1769	Sotomayor	NYT_ENG_20090601.0198:1673-1681	0.163303211024
CS14_ENG_045	org:employees_or_members	test7	LTW_ENG_20090927.0011:181-329	Tom Perez	LTW_ENG_20090927.0011:251-259	0.16837603449
CS14_ENG_045	org:employees_or_members	test7	WPB_ENG_20100712.0030:4153-4216	Wade Henderson	WPB_ENG_20100712.0030:114-127	0.375108748811
CS14_ENG_046	org:students	test7	LTW_ENG_20090922.0031:634-732	Christy C. Bulkeley	LTW_ENG_20090922.0031:146-164	0.535172918105
CS14_ENG_046	org:students	test7	eng-NG-31-126851-8229166:7789-7833	Robert Renix	eng-NG-31-126851-8229166:604-615	0.38186457417
CS14_ENG_047	org:top_members_employees	test7	WPB_ENG_20100719.0040:4498-4576	Bob Bixby	WPB_ENG_20100719.0040:4498-4506	0.674730672382
CS14_ENG_047	org:top_members_employees	test7	WPB_ENG_20100809.0022:1090-1153	Michael Monroney	WPB_ENG_20100809.0022:57-72	0.606196446239
CS14_ENG_047	org:top_members_employees	test7	WPB_ENG_20100110.0001:3451-3479	Peter G. Peterson	WPB_ENG_20100110.0001:1087-1103	0.071239659212
CS14_ENG_047	org:top_members_employees	test7	APW_ENG_20090820.0054:1611-1674,APW_ENG_20090820.0117:1621-1684,APW_ENG_20100909.0594:2081-2113,WPB_ENG_20100312.0101:1030-1074	Robert Bixby	APW_ENG_20090820.0054:1587-1598	0.34163599834
CS14_ENG_047	org:top_members_employees	test7	APW_ENG_20090820.0223:1577-1588,APW_ENG_20090820.0223:1577-1664,APW_ENG_20090820.0223:1648-1664	Robert Bixby	APW_ENG_20090820.0223:1577-1588	0.676471549907
CS14_ENG_047	org:top_members_employees	test7	APW_ENG_20100909.0594:1898-1954	Robert Bixby	APW_ENG_20100909.0594:1898-1909	0.980860444619
CS14_ENG_047	org:top_members_employees	test7	LTW_ENG_20091130.0037:3206-3223,LTW_ENG_20091130.0037:3216-3223,NYT_ENG_20100811.0206:1849-1890	Robert Bixby	LTW_ENG_20091130.0037:3192-3203	0.804876984165
CS14_ENG_047	org:top_members_employees	test7	WPB_ENG_20100903.0075:5404-5551	Robert Bixby	WPB_ENG_20100903.0075:5472-5483	0.589173685917
CS14_ENG_047	org:top_members_employees	test7	NYT_ENG_20100924.0016:1848-1880,NYT_ENG_20100924.0016:1848-1899,NYT_ENG_20100924.0016:1848-1904	Robert L. Bixby	NYT_ENG_20100924.0016:1821-1835	0.921989821223
CS14_ENG_048	gpe:residents_of_city	test7	NYT_ENG_20090929.0191:1685-1743	Bollea	NYT_ENG_20090929.0191:944-949	0.118145559356
CS14_ENG_048	gpe:residents_of_city	test7	NYT_ENG_20100707.0002:481-487,NYT_ENG_20100707.0002:481-511,NYT_ENG_20100707.0002:497-511	Peter B. Ferrara Sr.	NYT_ENG_20100707.0002:395-414	0.578720513939
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171910:174-209	Bloomsbury Group	eng-NG-31-126958-9171910:194-209	0.526676562766
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171910:797-805,eng-NG-31-126958-9171910:838-928,eng-NG-31-126958-9171910:975-1005	Centenary College	eng-NG-31-126958-9171910:975-991	0.790561473767
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171910:797-805,eng-NG-31-126958-9171910:838-928,eng-NG-31-126958-9171910:1012-1048	Emory &amp; Henry College	eng-NG-31-126958-9171910:1012-1036	0.573812915439
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171945:5091-5127	Mallorca	eng-NG-31-126958-9171945:5120-5127	0.405483798359
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171945:3310-3350	Massachusetts	eng-NG-31-126958-9171945:3338-3350	0.530613670798
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171945:3310-3335	Smith College	eng-NG-31-126958-9171945:3323-3335	0.434011721004
CS14_ENG_049	per:employee_or_member_of	test7	eng-NG-31-126958-9171910:797-805,eng-NG-31-126958-9171910:838-928,eng-NG-31-126958-9171910:945-972	University of Notre Dame	eng-NG-31-126958-9171910:949-972	0.927297814627
CS14_ENG_050	gpe:residents_of_city	test7	APW_ENG_20100831.0777:2026-2063,APW_ENG_20100831.0838:2881-2918	Al Soofi	APW_ENG_20100831.0838:2849-2856	0.231674333289
CS14_ENG_050	gpe:residents_of_city	test7	APW_ENG_20100831.0465:3626-3663	al- Soofi	APW_ENG_20100831.0465:3626-3633	0.0705821313804
CS14_ENG_050	gpe:residents_of_city	test7	APW_ENG_20100831.0597:3070-3101,APW_ENG_20100831.0610:3098-3129	Jim Walker	APW_ENG_20100831.0610:3081-3090	0.546525772368
CS14_ENG_050	gpe:residents_of_city	test7	NYT_ENG_20091028.0206:984-1000,NYT_ENG_20091028.0218:947-963	Larry Langford	NYT_ENG_20091028.0218:108-121	0.33583796472
CS14_ENG_050	gpe:residents_of_city	test7	NYT_ENG_20100502.0169:2668-2688,eng-NG-31-126840-8220913:2797-2818	Richard Shelby	eng-NG-31-126840-8220913:2781-2794	0.96104932072
CS14_ENG_051	org:founded_by	test7	LTW_ENG_20090924.0047:2739-2820	Rathke	LTW_ENG_20090924.0047:2743-2748	0.909922143096
CS14_ENG_051	org:founded_by	test7	LTW_ENG_20090920.0004:1127-1151,LTW_ENG_20091007.0023:2192-2216,NYT_ENG_20091009.0154:3569-3593	Wade Rathke	LTW_ENG_20091007.0023:2206-2216	0.848716420505
CS14_ENG_051	org:founded_by	test7	LTW_ENG_20091007.0023:2192-2216,NYT_ENG_20091009.0154:3569-3593	Wade Rathke	LTW_ENG_20091007.0023:2206-2216	0.729624417303
CS14_ENG_051	org:founded_by	test7	NYT_ENG_20091006.0009:1176-1208	Wade Rathke	NYT_ENG_20091006.0009:1176-1186	0.872048667181
CS14_ENG_052	org:parents	test7	AFP_ENG_20101202.0014:371-450	Halliburton	AFP_ENG_20101202.0014:371-381	0.497747223585
CS14_ENG_052	org:parents	test7	AFP_ENG_20101202.0058:2161-2310	Halliburton	AFP_ENG_20101202.0058:2191-2201	0.956941936503
CS14_ENG_052	org:parents	test7	AFP_ENG_20101202.0058:2161-2270	Halliburton	AFP_ENG_20101202.0058:2191-2201	0.785651271971
CS14_ENG_052	org:parents	test7	AFP_ENG_20101202.0284:1842-1844,AFP_ENG_20101202.0284:1842-1882,AFP_ENG_20101202.0284:1872-1882	Halliburton	AFP_ENG_20101202.0284:323-333	0.479556825561
CS14_ENG_052	org:parents	test7	AFP_ENG_20101207.0111:399-548	Halliburton Inc.	AFP_ENG_20101207.0111:466-481	0.878000539155
CS14_ENG_052	org:parents	test7	AFP_ENG_20100628.0166:1041-1083	Technip	AFP_ENG_20100628.0166:58-64	0.305856380211
CS14_ENG_053	per:cities_of_residence	test7	NYT_ENG_20090704.0007:59-208	Millburn	NYT_ENG_20090704.0007:235-242	0.07760492193
CS14_ENG_053	per:cities_of_residence	test7	APW_ENG_20090719.0671:205-243,APW_ENG_20090719.0671:452-509,NYT_ENG_20090704.0007:818-929	New York City	APW_ENG_20090719.0671:231-243	0.81773771311
CS14_ENG_054	gpe:headquarters_in_city	test7	CNA_ENG_20100805.0036:1968-1993	Accident Gallery	CNA_ENG_20100805.0036:1968-1983	0.575615641865
CS14_ENG_054	gpe:headquarters_in_city	test7	CNA_ENG_20100805.0036:1964-1993	Accident Gallery	CNA_ENG_20100805.0036:1968-1983	0.820699071632
CS14_ENG_054	gpe:headquarters_in_city	test7	CNA_ENG_20100805.0036:1901-2050	Accident Gallery	CNA_ENG_20100805.0036:1968-1983	0.560644843026
CS14_ENG_054	gpe:headquarters_in_city	test7	APW_ENG_20100110.0108:641-663	Bayshore Mall	APW_ENG_20100110.0108:641-653	0.543300468255
CS14_ENG_054	gpe:headquarters_in_city	test7	NYT_ENG_20100106.0189:5764-5847	Department of Fish and Game	NYT_ENG_20100106.0189:5805-5831	0.900265480735
